,Date,Open,High,Low,Close,Adj Close,Volume,SMA50,SMA200,Prev. Day Close,Change in Price,Percent change in Price,Previous Day Volume,Change in Volume,Percentage change in Volume
0,2010-06-29,19,25,17.5400009155273,23.8899993896484,23.8899993896484,18766300,,,,,,,,
1,2010-06-30,25.7900009155273,30.4200000762939,23.2999992370605,23.8299999237061,23.8299999237061,17187100,,,23.8899993896484,-0.0599994659423899,-0.00251148880181173,18766300,-1579200,-0.0841508448655303
2,2010-07-01,25,25.9200000762939,20.2700004577637,21.9599990844727,21.9599990844727,8218800,,,23.8299999237061,-1.87000083923339,-0.0784725491070237,17187100,-8968300,-0.521804143805529
3,2010-07-02,23,23.1000003814697,18.7099990844727,19.2000007629395,19.2000007629395,5139800,,,21.9599990844727,-2.7599983215332,-0.125682988916185,8218800,-3079000,-0.374628899596048
4,2010-07-06,20,20,15.8299999237061,16.1100006103516,16.1100006103516,6866900,,,19.2000007629395,-3.09000015258789,-0.160937501552204,5139800,1727100,0.336024748044671
5,2010-07-07,16.3999996185303,16.6299991607666,14.9799995422363,15.8000001907349,15.8000001907349,6921700,,,16.1100006103516,-0.310000419616699,-0.0192427317114754,6866900,54800,0.00798031134864341
6,2010-07-08,16.1399993896484,17.5200004577637,15.5699996948242,17.4599990844727,17.4599990844727,7711400,,,15.8000001907349,1.65999889373779,0.10506321985434,6921700,789700,0.114090469104411
7,2010-07-09,17.5799999237061,17.8999996185303,16.5499992370605,17.3999996185303,17.3999996185303,4050600,,,17.4599990844727,-0.0599994659423828,-0.00343639570953591,7711400,-3660800,-0.474725730736313
8,2010-07-12,17.9500007629395,18.0699996948242,17,17.0499992370605,17.0499992370605,2202500,,,17.3999996185303,-0.350000381469727,-0.0201149648932746,4050600,-1848100,-0.456253394558831
9,2010-07-13,17.3899993896484,18.6399993896484,16.8999996185303,18.1399993896484,18.1399993896484,2680100,,,17.0499992370605,1.09000015258789,0.0639296305784358,2202500,477600,0.216844494892168
